"Good_Rating","Checking Account Status","Duration","Credit History","Purpose","Amount","Savings Account/Bonds","Present Employment since","Installment rate in % of disposable income","Personal Status","Other debtors","Present residence since","Property","Age","Other installment plans","Housing","Number of existing credits","Job type","Number of dependents","Telephone","Foreign worker"
"true","Less than 0 DM ",18,"existing credits paid back duly till now ","furniture equipment ",2659,"Greater than 1000 DM ","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 3",28,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","no checking account ",18,"critical account other credits existing (not at this bank) ","new car  ",1028,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 1",36,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",8,"critical account other credits existing (not at this bank) ","new car  ",3398,"Less than 100 DM","4 to 7 years ",1,"male single ","none ",4,"0 to 200 DM 1",39,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","no "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","furniture equipment ",5801,"unknown no savings account ","Greater than 7 years ",2,"male single ","none ",4,"0 to 200 DM 2",49,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",24,"existing credits paid back duly till now ","new car  ",1525,"Greater than 1000 DM ","4 to 7 years ",4,"female divorced separated married ","none ",3,"0 to 200 DM 3",34,"no checking account 3","own ",1,"skilled employee official ",2,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",36,"existing credits paid back duly till now ","radio television ",4473,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",2,"0 to 200 DM 3",31,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",6,"existing credits paid back duly till now ","radio television ",1068,"Less than 100 DM","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 3",28,"no checking account 3","own ",1,"skilled employee official ",2,"none ","yes "
"true","Less than 0 DM ",24,"critical account other credits existing (not at this bank) ","used car  ",6615,"Less than 100 DM","unemployed ",2,"male single ","none ",4,"0 to 200 DM 4",75,"no checking account 3","for free ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","no checking account ",18,"critical account other credits existing (not at this bank) ","education ",1864,"100 to 500 DM ","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 1",30,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"false","0 to 200 DM ",60,"existing credits paid back duly till now ","new car  ",7408,"100 to 500 DM ","Less than 1 year ",4,"female divorced separated married ","none ",2,"0 to 200 DM 2",24,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"none ","yes "
"false","no checking account ",48,"critical account other credits existing (not at this bank) ","used car  ",11590,"100 to 500 DM ","1 to 4 years ",2,"female divorced separated married ","none ",4,"0 to 200 DM 3",24,"no checking account 1","rent ",2,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",24,"no credits taken all credits paid back duly ","furniture equipment ",4110,"Less than 100 DM","Greater than 7 years ",3,"male single ","none ",4,"0 to 200 DM 4",23,"no checking account 1","rent ",2,"skilled employee official ",2,"none ","yes "
"false","Less than 0 DM ",6,"critical account other credits existing (not at this bank) ","furniture equipment ",3384,"Less than 100 DM","1 to 4 years ",1,"male divorced separated ","none ",4,"0 to 200 DM 1",44,"no checking account 3","rent ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","0 to 200 DM ",13,"existing credits paid back duly till now ","radio television ",2101,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","guarantor ",4,"0 to 200 DM 2",23,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"false","Less than 0 DM ",15,"existing credits paid back duly till now ","domestic appliances ",1275,"unknown no savings account ","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 3",24,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","Less than 0 DM ",24,"existing credits paid back duly till now ","furniture equipment ",4169,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 2",28,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",10,"existing credits paid back duly till now ","furniture equipment ",1521,"Less than 100 DM","1 to 4 years ",4,"male divorced separated ","none ",2,"0 to 200 DM 3",31,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",24,"critical account other credits existing (not at this bank) ","education ",5743,"Less than 100 DM","Less than 1 year ",2,"female divorced separated married ","none ",4,"0 to 200 DM 4",24,"no checking account 3","for free ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","Less than 0 DM ",21,"existing credits paid back duly till now ","furniture equipment ",3599,"Less than 100 DM","4 to 7 years ",1,"female divorced separated married ","none ",4,"0 to 200 DM 3",26,"no checking account 3","rent ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",18,"existing credits paid back duly till now ","radio television ",3213,"500 to 1000 DM ","Less than 1 year ",1,"male married widowed ","none ",3,"0 to 200 DM 1",25,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",18,"existing credits paid back duly till now ","business ",4439,"Less than 100 DM","Greater than 7 years ",1,"male single ","co-applicant ",1,"0 to 200 DM 1",33,"no checking account 1","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","Greater than 200 DM",10,"existing credits paid back duly till now ","new car  ",3949,"Less than 100 DM","Less than 1 year ",1,"male single ","guarantor ",1,"0 to 200 DM 2",37,"no checking account 3","own ",1,"unskilled - resident ",2,"none ","yes "
"true","no checking account ",15,"critical account other credits existing (not at this bank) ","radio television ",1459,"Less than 100 DM","1 to 4 years ",4,"female divorced separated married ","none ",2,"0 to 200 DM 3",43,"no checking account 3","own ",1,"unskilled - resident ",1,"none ","yes "
"true","0 to 200 DM ",13,"critical account other credits existing (not at this bank) ","radio television ",882,"Less than 100 DM","Less than 1 year ",4,"male single ","guarantor ",4,"0 to 200 DM 1",23,"no checking account 3","own ",2,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",24,"existing credits paid back duly till now ","radio television ",3758,"500 to 1000 DM ","unemployed ",1,"female divorced separated married ","none ",4,"0 to 200 DM 4",23,"no checking account 3","rent ",1,"unemployed unskilled - non-resident ",1,"none ","yes "
"true","no checking account ",6,"delay in paying off in the past ","business ",1743,"100 to 500 DM ","1 to 4 years ",1,"male single ","none ",2,"0 to 200 DM 1",34,"no checking account 3","own ",2,"unskilled - resident ",1,"none ","yes "
"false","0 to 200 DM ",9,"critical account other credits existing (not at this bank) ","education ",1136,"Greater than 1000 DM ","Greater than 7 years ",4,"male single ","none ",3,"0 to 200 DM 4",32,"no checking account 3","for free ",2,"skilled employee official ",2,"none ","yes "
"true","no checking account ",9,"existing credits paid back duly till now ","domestic appliances ",1236,"Less than 100 DM","Less than 1 year ",1,"female divorced separated married ","none ",4,"0 to 200 DM 1",23,"no checking account 3","rent ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",9,"existing credits paid back duly till now ","furniture equipment ",959,"Less than 100 DM","1 to 4 years ",1,"female divorced separated married ","none ",2,"0 to 200 DM 3",29,"no checking account 3","own ",1,"skilled employee official ",1,"none ","no "
"true","no checking account ",18,"critical account other credits existing (not at this bank) ","used car  ",3229,"unknown no savings account ","unemployed ",2,"male single ","none ",4,"0 to 200 DM 4",38,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"false","Less than 0 DM ",12,"no credits taken all credits paid back duly ","radio television ",6199,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 2",28,"no checking account 3","rent ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",10,"existing credits paid back duly till now ","education ",727,"500 to 1000 DM ","Greater than 7 years ",4,"male single ","none ",4,"0 to 200 DM 4",46,"no checking account 3","for free ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","0 to 200 DM ",24,"existing credits paid back duly till now ","new car  ",1246,"Less than 100 DM","Less than 1 year ",4,"male single ","none ",2,"0 to 200 DM 1",23,"no checking account 2","own ",1,"unskilled - resident ",1,"none ","yes "
"true","no checking account ",12,"critical account other credits existing (not at this bank) ","radio television ",2331,"unknown no savings account ","Greater than 7 years ",1,"male single ","co-applicant ",4,"0 to 200 DM 1",49,"no checking account 3","own ",1,"skilled employee official ",1,"yes registered under the customers name ","yes "
"false","no checking account ",36,"delay in paying off in the past ","radio television ",4463,"Less than 100 DM","1 to 4 years ",4,"male single ","none ",2,"0 to 200 DM 3",26,"no checking account 3","own ",2,"management self-employed highly qualified employee officer ",1,"yes registered under the customers name ","yes "
"true","no checking account ",12,"existing credits paid back duly till now ","radio television ",776,"Less than 100 DM","1 to 4 years ",4,"male married widowed ","none ",2,"0 to 200 DM 1",28,"no checking account 3","own ",1,"skilled employee official ",1,"none ","yes "
"false","Less than 0 DM ",30,"existing credits paid back duly till now ","furniture equipment ",2406,"Less than 100 DM","4 to 7 years ",4,"female divorced separated married ","none ",4,"0 to 200 DM 1",23,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
"true","0 to 200 DM ",18,"existing credits paid back duly till now ","education ",1239,"unknown no savings account ","1 to 4 years ",4,"male single ","none ",4,"0 to 200 DM 4",61,"no checking account 3","for free ",1,"skilled employee official ",1,"none ","yes "
"true","Greater than 200 DM",12,"existing credits paid back duly till now ","radio television ",3399,"unknown no savings account ","Greater than 7 years ",2,"male single ","none ",3,"0 to 200 DM 3",37,"no checking account 3","own ",1,"management self-employed highly qualified employee officer ",1,"none ","yes "
"true","Greater than 200 DM",12,"delay in paying off in the past ","new car  ",2247,"Less than 100 DM","1 to 4 years ",2,"female divorced separated married ","none ",2,"0 to 200 DM 3",36,"no checking account 2","own ",2,"skilled employee official ",1,"yes registered under the customers name ","yes "
"true","no checking account ",6,"existing credits paid back duly till now ","furniture equipment ",1766,"Less than 100 DM","1 to 4 years ",1,"male married widowed ","none ",2,"0 to 200 DM 2",21,"no checking account 3","rent ",1,"skilled employee official ",1,"none ","yes "
